Name ,Occupation,Nationality,Link
Tena Desae,Actress,Indian,https://en.wikipedia.org/wiki/Tena Desae
Tia Bajpai,Actress,Indian,https://en.wikipedia.org/wiki/Tia Bajpai
Tina Munim (now Tina Ambani),Actress,Indian,https://en.wikipedia.org/wiki/Tina Munim (now Tina Ambani)
Tina Dutta,Actress,Indian,https://en.wikipedia.org/wiki/Tina Dutta
Tisca Chopra,Actress,Indian,https://en.wikipedia.org/wiki/Tisca Chopra
Trisha Krishnan,Actress,Indian,https://en.wikipedia.org/wiki/Trisha Krishnan
Tulip Joshi,Actress,Indian,https://en.wikipedia.org/wiki/Tulip Joshi
Tun Tun,Actress,Indian,https://en.wikipedia.org/wiki/Tun Tun
Twinkle Khanna,Actress,Indian,https://en.wikipedia.org/wiki/Twinkle Khanna
Udhayathara,Actress,Indian,https://en.wikipedia.org/wiki/Udhayathara
Udaya Chandrika,Actress,Indian,https://en.wikipedia.org/wiki/Udaya Chandrika
Udita Goswami,Actress,Indian,https://en.wikipedia.org/wiki/Udita Goswami
Ujjwala Raut,Actress,Indian,https://en.wikipedia.org/wiki/Ujjwala Raut
Uma,Actress,Indian,https://en.wikipedia.org/wiki/Uma
Uma Padmanabhan,Actress,Indian,https://en.wikipedia.org/wiki/Uma Padmanabhan
Umashree,Actress,Indian,https://en.wikipedia.org/wiki/Umashree
Usha Chavan,Actress,Indian,https://en.wikipedia.org/wiki/Usha Chavan
Urmila Matondkar,Actress,Indian,https://en.wikipedia.org/wiki/Urmila Matondkar
Urmila Kanitkar,Actress,Indian,https://en.wikipedia.org/wiki/Urmila Kanitkar
Urvashi,Actress,Indian,https://en.wikipedia.org/wiki/Urvashi
Urvashi Dholakia,Actress,Indian,https://en.wikipedia.org/wiki/Urvashi Dholakia
Urvashi Sharma,Actress,Indian,https://en.wikipedia.org/wiki/Urvashi Sharma
Usha Kiran,Actress,Indian,https://en.wikipedia.org/wiki/Usha Kiran
Usha Nadkarni,Actress,Indian,https://en.wikipedia.org/wiki/Usha Nadkarni
Ulka Gupta,Actress,Indian,https://en.wikipedia.org/wiki/Ulka Gupta
Upasna Singh,Actress,Indian,https://en.wikipedia.org/wiki/Upasna Singh
Urvashi Rautela,Actress,Indian,https://en.wikipedia.org/wiki/Urvashi Rautela
Vaani Kapoor,Actress,Indian,https://en.wikipedia.org/wiki/Vaani Kapoor
Vanitha Vijayakumar,Actress,Indian,https://en.wikipedia.org/wiki/Vanitha Vijayakumar
Vadivukkarasi,Actress,Indian,https://en.wikipedia.org/wiki/Vadivukkarasi
Vaishali Desai,Actress,Indian,https://en.wikipedia.org/wiki/Vaishali Desai
Vaishali Kasaravalli,Actress,Indian,https://en.wikipedia.org/wiki/Vaishali Kasaravalli
Vandana Gupte,Actress,Indian,https://en.wikipedia.org/wiki/Vandana Gupte
Vanishree,Actress,Indian,https://en.wikipedia.org/wiki/Vanishree
Vanisri,Actress,Indian,https://en.wikipedia.org/wiki/Vanisri
Vani Viswanath,Actress,Indian,https://en.wikipedia.org/wiki/Vani Viswanath
Vaishnavi Mahant,Actress,Indian,https://en.wikipedia.org/wiki/Vaishnavi Mahant
Vrushika Mehta,Actress,Indian,https://en.wikipedia.org/wiki/Vrushika Mehta
Varalaxmi Sarathkumar,Actress,Indian,https://en.wikipedia.org/wiki/Varalaxmi Sarathkumar
Varsha Bollamma,Actress,Indian,https://en.wikipedia.org/wiki/Varsha Bollamma
Varsha Usgaonkar,Actress,Indian,https://en.wikipedia.org/wiki/Varsha Usgaonkar
Vasundhara Das,Actress,Indian,https://en.wikipedia.org/wiki/Vasundhara Das
Veda Sastry,Actress,Indian,https://en.wikipedia.org/wiki/Veda Sastry
Veena Malik,Actress,Indian,https://en.wikipedia.org/wiki/Veena Malik
"""Veena (actress)""",Actress,Indian,"https://en.wikipedia.org/wiki/""Veena (actress)"""
Vibha Chibber,Actress,Indian,https://en.wikipedia.org/wiki/Vibha Chibber
Vidhubala,Actress,Indian,https://en.wikipedia.org/wiki/Vidhubala
Vidya Balan,Actress,Indian,https://en.wikipedia.org/wiki/Vidya Balan
Vithika Sheru,Actress,Indian,https://en.wikipedia.org/wiki/Vithika Sheru
Vidya Malvade,Actress,Indian,https://en.wikipedia.org/wiki/Vidya Malvade
Vidya Sinha,Actress,Indian,https://en.wikipedia.org/wiki/Vidya Sinha
Vishakha Singh,Actress,Indian,https://en.wikipedia.org/wiki/Vishakha Singh
Vijeta Pandit,Actress,Indian,https://en.wikipedia.org/wiki/Vijeta Pandit
Vijayalakshmi,Actress,Indian,https://en.wikipedia.org/wiki/Vijayalakshmi
Vijayashanti,Actress,Indian,https://en.wikipedia.org/wiki/Vijayashanti
Vimala Raman,Actress,Indian,https://en.wikipedia.org/wiki/Vimala Raman
Vinaya Prasad,Actress,Indian,https://en.wikipedia.org/wiki/Vinaya Prasad
Vyjayantimala,Actress,Indian,https://en.wikipedia.org/wiki/Vyjayantimala
Yagna Shetty,Actress,Indian,https://en.wikipedia.org/wiki/Yagna Shetty
Yami Gautam,Actress,Indian,https://en.wikipedia.org/wiki/Yami Gautam
Yogeeta Bali,Actress,Indian,https://en.wikipedia.org/wiki/Yogeeta Bali
Yana Gupta,Actress,Indian,https://en.wikipedia.org/wiki/Yana Gupta
Yukta Mookhey,Actress,Indian,https://en.wikipedia.org/wiki/Yukta Mookhey
Yuvika Chaudhary,Actress,Indian,https://en.wikipedia.org/wiki/Yuvika Chaudhary
Zaheera,Actress,Indian,https://en.wikipedia.org/wiki/Zaheera
Zarina Wahab,Actress,Indian,https://en.wikipedia.org/wiki/Zarina Wahab
Zarine Khan,Actress,Indian,https://en.wikipedia.org/wiki/Zarine Khan
Zeenat Aman,Actress,Indian,https://en.wikipedia.org/wiki/Zeenat Aman
Zoya Khan,Actress,Indian,https://en.wikipedia.org/wiki/Zoya Khan
Zubeida,Actress,Indian,https://en.wikipedia.org/wiki/Zubeida
Kothapalli Geetha,Politician,Indian,https://en.wikipedia.org/wiki/Kothapalli_Geetha
Ram Mohan Naidu Kinjarapu,Politician,Indian,https://en.wikipedia.org/wiki/Ram_Mohan_Naidu_Kinjarapu
Pusapati Ashok Gajapathi Raju,Politician,Indian,https://en.wikipedia.org/wiki/Pusapati_Ashok_Gajapathi_Raju
Kambhampati Hari Babu,Politician,Indian,https://en.wikipedia.org/wiki/Kambhampati_Hari_Babu
Muttamsetti Srinivasa Rao,Politician,Indian,https://en.wikipedia.org/wiki/Muttamsetti_Srinivasa_Rao
Thota Narasimham,Politician,Indian,https://en.wikipedia.org/wiki/Thota_Narasimham
Pandula Ravindra Babu,Politician,Indian,https://en.wikipedia.org/wiki/Pandula_Ravindra_Babu
Murali Mohan Maganti,Politician,Indian,https://en.wikipedia.org/wiki/Murali_Mohan_Maganti
Gokaraju Ganga Raju,Politician,Indian,https://en.wikipedia.org/wiki/Gokaraju_Ganga_Raju
Maganti Venkateswara Rao,Politician,Indian,https://en.wikipedia.org/wiki/Maganti_Venkateswara_Rao
Konakalla Narayana Rao,Politician,Indian,https://en.wikipedia.org/wiki/Konakalla_Narayana_Rao
Kesineni Srinivas,Politician,Indian,https://en.wikipedia.org/wiki/Kesineni_Srinivas
Galla Jayadev,Politician,Indian,https://en.wikipedia.org/wiki/Galla_Jayadev
Rayapati Sambasiva Rao,Politician,Indian,https://en.wikipedia.org/wiki/Rayapati_Sambasiva_Rao
Malyadri Sriram,Politician,Indian,https://en.wikipedia.org/wiki/Malyadri_Sriram
S. P. Y. Reddy,Politician,Indian,https://en.wikipedia.org/wiki/S._P._Y._Reddy
Butta Renuka,Politician,Indian,https://en.wikipedia.org/wiki/Butta_Renuka
J. C. Diwakar Reddy,Politician,Indian,https://en.wikipedia.org/wiki/J._C._Diwakar_Reddy
Kristappa Nimmala,Politician,Indian,https://en.wikipedia.org/wiki/Kristappa_Nimmala
P. V. Midhun Reddy,Politician,Indian,https://en.wikipedia.org/wiki/P._V._Midhun_Reddy
Naramalli Sivaprasad,Politician,Indian,https://en.wikipedia.org/wiki/Naramalli_Sivaprasad
Ninong Ering,Politician,Indian,https://en.wikipedia.org/wiki/Ninong_Ering
Kiren Rijiju,Politician,Indian,https://en.wikipedia.org/wiki/Kiren_Rijiju
Radheshyam Biswas,Politician,Indian,https://en.wikipedia.org/wiki/Radheshyam_Biswas
Sushmita Dev,Politician,Indian,https://en.wikipedia.org/wiki/Sushmita_Dev
Biren Sing Engti,Politician,Indian,https://en.wikipedia.org/wiki/Biren_Sing_Engti
Badruddin Ajmal,Politician,Indian,https://en.wikipedia.org/wiki/Badruddin_Ajmal
Naba Kumar Saranyia,Politician,Indian,https://en.wikipedia.org/wiki/Naba_Kumar_Saranyia
Sirajuddin Ajmal,Politician,Indian,https://en.wikipedia.org/wiki/Sirajuddin_Ajmal
Bijoya Chakravarty,Politician,Indian,https://en.wikipedia.org/wiki/Bijoya_Chakravarty
Ramen Deka,Politician,Indian,https://en.wikipedia.org/wiki/Ramen_Deka
Ram Prasad Sharma,Politician,Indian,https://en.wikipedia.org/wiki/Ram_Prasad_Sharma
Rajen Gohain,Politician,Indian,https://en.wikipedia.org/wiki/Rajen_Gohain
Gaurav Gogoi,Politician,Indian,https://en.wikipedia.org/wiki/Gaurav_Gogoi
Kamakhya Prasad Tasa,Politician,Indian,https://en.wikipedia.org/wiki/Kamakhya_Prasad_Tasa
Rameswar Teli,Politician,Indian,https://en.wikipedia.org/wiki/Rameswar_Teli
Sarbananda Sonowal,Politician,Indian,https://en.wikipedia.org/wiki/Sarbananda_Sonowal
Pradan Baruah,Politician,Indian,https://en.wikipedia.org/wiki/Pradan_Baruah
Satish Chandra Dubey,Politician,Indian,https://en.wikipedia.org/wiki/Satish_Chandra_Dubey
Sanjay Jaiswal,Politician,Indian,https://en.wikipedia.org/wiki/Sanjay_Jaiswal
Radha Mohan Singh,Politician,Indian,https://en.wikipedia.org/wiki/Radha_Mohan_Singh
Rama Devi,Politician,Indian,https://en.wikipedia.org/wiki/Rama_Devi
Ram Kumar Sharma,Politician,Indian,https://en.wikipedia.org/wiki/Ram_Kumar_Sharma
Hukmdev Narayan Yadav,Politician,Indian,https://en.wikipedia.org/wiki/Hukmdev_Narayan_Yadav
Birendra Kumar Chaudhary,Politician,Indian,https://en.wikipedia.org/wiki/Birendra_Kumar_Chaudhary
Ranjeet Ranjan,Politician,Indian,https://en.wikipedia.org/wiki/Ranjeet_Ranjan
Mohammed Taslimuddin,Politician,Indian,https://en.wikipedia.org/wiki/Mohammed_Taslimuddin
Sarfaraz Alam,Politician,Indian,https://en.wikipedia.org/wiki/Sarfaraz_Alam
Mohammad Asrarul Haque,Politician,Indian,https://en.wikipedia.org/wiki/Mohammad_Asrarul_Haque
Tariq Anwar,Politician,Indian,https://en.wikipedia.org/wiki/Tariq_Anwar
Santosh Kumar,Politician,Indian,https://en.wikipedia.org/wiki/Santosh_Kumar
Rajesh Ranjan,Politician,Indian,https://en.wikipedia.org/wiki/Rajesh_Ranjan
Kirti Azad,Politician,Indian,https://en.wikipedia.org/wiki/Kirti_Azad
Ajay Nishad,Politician,Indian,https://en.wikipedia.org/wiki/Ajay_Nishad
Rama Kishor Singh,Politician,Indian,https://en.wikipedia.org/wiki/Rama_Kishor_Singh
Janak Ram,Politician,Indian,https://en.wikipedia.org/wiki/Janak_Ram
Om Prakash Yadav,Politician,Indian,https://en.wikipedia.org/wiki/Om_Prakash_Yadav
Janardan Singh Sigriwal,Politician,Indian,https://en.wikipedia.org/wiki/Janardan_Singh_Sigriwal
Rajiv Pratap Rudy,Politician,Indian,https://en.wikipedia.org/wiki/Rajiv_Pratap_Rudy
Ram Vilas Paswan,Politician,Indian,https://en.wikipedia.org/wiki/Ram_Vilas_Paswan
Nityanand Rai,Politician,Indian,https://en.wikipedia.org/wiki/Nityanand_Rai
Ram Chandra Paswan,Politician,Indian,https://en.wikipedia.org/wiki/Ram_Chandra_Paswan
Mehboob Ali Kaiser,Politician,Indian,https://en.wikipedia.org/wiki/Mehboob_Ali_Kaiser
Bulo Mandal,Politician,Indian,https://en.wikipedia.org/wiki/Bulo_Mandal
Jay Prakash Narayan Yadav,Politician,Indian,https://en.wikipedia.org/wiki/Jay_Prakash_Narayan_Yadav
Veena Devi,Politician,Indian,https://en.wikipedia.org/wiki/Veena_Devi
Kaushalendra Kumar,Politician,Indian,https://en.wikipedia.org/wiki/Kaushalendra_Kumar
Shatrughan Sinha,Politician,Indian,https://en.wikipedia.org/wiki/Shatrughan_Sinha
Ram Kripal Yadav,Politician,Indian,https://en.wikipedia.org/wiki/Ram_Kripal_Yadav
Raj Kumar Singh,Politician,Indian,https://en.wikipedia.org/wiki/Raj_Kumar_Singh
Ashwini Kumar Choubey,Politician,Indian,https://en.wikipedia.org/wiki/Ashwini_Kumar_Choubey
Chhedi Paswan,Politician,Indian,https://en.wikipedia.org/wiki/Chhedi_Paswan
Upendra Kushwaha,Politician,Indian,https://en.wikipedia.org/wiki/Upendra_Kushwaha
Arun Kumar,Politician,Indian,https://en.wikipedia.org/wiki/Arun_Kumar
Sushil Kumar Singh,Politician,Indian,https://en.wikipedia.org/wiki/Sushil_Kumar_Singh
Hari Manjhi,Politician,Indian,https://en.wikipedia.org/wiki/Hari_Manjhi
Giriraj Singh,Politician,Indian,https://en.wikipedia.org/wiki/Giriraj_Singh
Chirag Paswan,Politician,Indian,https://en.wikipedia.org/wiki/Chirag_Paswan
Ramesh Bais,Politician,Indian,https://en.wikipedia.org/wiki/Ramesh_Bais
Chandu Lal Sahu,Politician,Indian,https://en.wikipedia.org/wiki/Chandu_Lal_Sahu
Dinesh Kashyap,Politician,Indian,https://en.wikipedia.org/wiki/Dinesh_Kashyap
Vikram Usendi,Politician,Indian,https://en.wikipedia.org/wiki/Vikram_Usendi
Kamalbhan Singh Marabi,Politician,Indian,https://en.wikipedia.org/wiki/Kamalbhan_Singh_Marabi
Vishnu Deo Sai,Politician,Indian,https://en.wikipedia.org/wiki/Vishnu_Deo_Sai
Kamla Devi Patle,Politician,Indian,https://en.wikipedia.org/wiki/Kamla_Devi_Patle
Banshilal Mahto,Politician,Indian,https://en.wikipedia.org/wiki/Banshilal_Mahto
Lakhan Lal Sahu,Politician,Indian,https://en.wikipedia.org/wiki/Lakhan_Lal_Sahu
Abhishek Singh,Politician,Indian,https://en.wikipedia.org/wiki/Abhishek_Singh
Tamradhwaj Sahu,Politician,Indian,https://en.wikipedia.org/wiki/Tamradhwaj_Sahu
Shripad Yasso Naik,Politician,Indian,https://en.wikipedia.org/wiki/Shripad_Yasso_Naik
Narendra Keshav Sawaikar,Politician,Indian,https://en.wikipedia.org/wiki/Narendra_Keshav_Sawaikar
Vinodbhai Chavda,Politician,Indian,https://en.wikipedia.org/wiki/Vinodbhai_Chavda
Haribhai Parthibhai Chaudhary,Politician,Indian,https://en.wikipedia.org/wiki/Haribhai_Parthibhai_Chaudhary
Liladharbhai Khodaji Vaghela,Politician,Indian,https://en.wikipedia.org/wiki/Liladharbhai_Khodaji_Vaghela
Jayshreeben Kanubhai Patel,Politician,Indian,https://en.wikipedia.org/wiki/Jayshreeben_Kanubhai_Patel
Dipsinh Shankarsinh Rathod,Politician,Indian,https://en.wikipedia.org/wiki/Dipsinh_Shankarsinh_Rathod
L. K. Advani,Politician,Indian,https://en.wikipedia.org/wiki/L._K._Advani
Paresh Rawal,Politician,Indian,https://en.wikipedia.org/wiki/Paresh_Rawal
Kirit Premjibhai Solanki,Politician,Indian,https://en.wikipedia.org/wiki/Kirit_Premjibhai_Solanki
Devjibhai Govindbhai Fatepara,Politician,Indian,https://en.wikipedia.org/wiki/Devjibhai_Govindbhai_Fatepara
Mohan Kundariya,Politician,Indian,https://en.wikipedia.org/wiki/Mohan_Kundariya
Vitthalbhai Hansrajbhai Radadiya,Politician,Indian,https://en.wikipedia.org/wiki/Vitthalbhai_Hansrajbhai_Radadiya
Poonamben Madam,Politician,Indian,https://en.wikipedia.org/wiki/Poonamben_Madam
Rajesh Chudasama,Politician,Indian,https://en.wikipedia.org/wiki/Rajesh_Chudasama
Naranbhai Kachhadia,Politician,Indian,https://en.wikipedia.org/wiki/Naranbhai_Kachhadia
Bhartiben Shiyal,Politician,Indian,https://en.wikipedia.org/wiki/Bhartiben_Shiyal
Dilip Patel,Politician,Indian,https://en.wikipedia.org/wiki/Dilip_Patel
Devusinh Jesingbhai Chauhan,Politician,Indian,https://en.wikipedia.org/wiki/Devusinh_Jesingbhai_Chauhan
Prabhatsinh Pratapsinh Chauhan,Politician,Indian,https://en.wikipedia.org/wiki/Prabhatsinh_Pratapsinh_Chauhan
Jasvantsinh Sumanbhai Bhabhor,Politician,Indian,https://en.wikipedia.org/wiki/Jasvantsinh_Sumanbhai_Bhabhor
Ranjanben Bhatt,Politician,Indian,https://en.wikipedia.org/wiki/Ranjanben_Bhatt
Ramsinh Rathwa,Politician,Indian,https://en.wikipedia.org/wiki/Ramsinh_Rathwa
Mansukhbhai Vasava,Politician,Indian,https://en.wikipedia.org/wiki/Mansukhbhai_Vasava
Vasava Parbhubhai Nagarbhai,Politician,Indian,https://en.wikipedia.org/wiki/Vasava_Parbhubhai_Nagarbhai
Darshana Vikram Jardosh,Politician,Indian,https://en.wikipedia.org/wiki/Darshana_Vikram_Jardosh
Chandrakant Raghunath Patil,Politician,Indian,https://en.wikipedia.org/wiki/Chandrakant_Raghunath_Patil
K. C. Patel,Politician,Indian,https://en.wikipedia.org/wiki/K._C._Patel
Rattan Lal Kataria,Politician,Indian,https://en.wikipedia.org/wiki/Rattan_Lal_Kataria
Raj Kumar Saini,Politician,Indian,https://en.wikipedia.org/wiki/Raj_Kumar_Saini
Charanjeet Singh Rori,Politician,Indian,https://en.wikipedia.org/wiki/Charanjeet_Singh_Rori
Dushyant Chautala,Politician,Indian,https://en.wikipedia.org/wiki/Dushyant_Chautala
Ashwini Kumar,Politician,Indian,https://en.wikipedia.org/wiki/Ashwini_Kumar
Ramesh Chander Kaushik,Politician,Indian,https://en.wikipedia.org/wiki/Ramesh_Chander_Kaushik
Deepender Singh Hooda,Politician,Indian,https://en.wikipedia.org/wiki/Deepender_Singh_Hooda
Dharambir Singh,Politician,Indian,https://en.wikipedia.org/wiki/Dharambir_Singh
Inderjit Singh Rao,Politician,Indian,https://en.wikipedia.org/wiki/Inderjit_Singh_Rao
Krishan Pal Gurjar,Politician,Indian,https://en.wikipedia.org/wiki/Krishan_Pal_Gurjar
Ram Swaroop Sharma,Politician,Indian,https://en.wikipedia.org/wiki/Ram_Swaroop_Sharma
Shanta Kumar ,Politician,Indian,https://en.wikipedia.org/wiki/Shanta_Kumar_
Anurag Singh Thakur,Politician,Indian,https://en.wikipedia.org/wiki/Anurag_Singh_Thakur
Virender Kashyap,Politician,Indian,https://en.wikipedia.org/wiki/Virender_Kashyap
Muzaffar Hussain Baig,Politician,Indian,https://en.wikipedia.org/wiki/Muzaffar_Hussain_Baig
Tariq Hameed Karra,Politician,Indian,https://en.wikipedia.org/wiki/Tariq_Hameed_Karra
Farooq Abdullah,Politician,Indian,https://en.wikipedia.org/wiki/Farooq_Abdullah
Mehbooba Mufti,Politician,Indian,https://en.wikipedia.org/wiki/Mehbooba_Mufti
Thupstan Chhewang,Politician,Indian,https://en.wikipedia.org/wiki/Thupstan_Chhewang
Jitendra Singh,Politician,Indian,https://en.wikipedia.org/wiki/Jitendra_Singh
Jugal Kishore,Politician,Indian,https://en.wikipedia.org/wiki/Jugal_Kishore
Vijay Kumar Hansdak,Politician,Indian,https://en.wikipedia.org/wiki/Vijay_Kumar_Hansdak
Shibu Soren,Politician,Indian,https://en.wikipedia.org/wiki/Shibu_Soren
Nishikant Dubey,Politician,Indian,https://en.wikipedia.org/wiki/Nishikant_Dubey
Sunil Kumar Singh,Politician,Indian,https://en.wikipedia.org/wiki/Sunil_Kumar_Singh
Ravindra Kumar Ray,Politician,Indian,https://en.wikipedia.org/wiki/Ravindra_Kumar_Ray
Ravindra Kumar Pandey,Politician,Indian,https://en.wikipedia.org/wiki/Ravindra_Kumar_Pandey
Pashupati Nath Singh,Politician,Indian,https://en.wikipedia.org/wiki/Pashupati_Nath_Singh
Ram Tahal Choudhary,Politician,Indian,https://en.wikipedia.org/wiki/Ram_Tahal_Choudhary
Bidyut Baran Mahato,Politician,Indian,https://en.wikipedia.org/wiki/Bidyut_Baran_Mahato
Laxman Giluwa,Politician,Indian,https://en.wikipedia.org/wiki/Laxman_Giluwa
Karia Munda,Politician,Indian,https://en.wikipedia.org/wiki/Karia_Munda
Sudarshan Bhagat,Politician,Indian,https://en.wikipedia.org/wiki/Sudarshan_Bhagat
Vishnu Dayal Ram,Politician,Indian,https://en.wikipedia.org/wiki/Vishnu_Dayal_Ram
Jayant Sinha,Politician,Indian,https://en.wikipedia.org/wiki/Jayant_Sinha
Prakash Babanna Hukkeri,Politician,Indian,https://en.wikipedia.org/wiki/Prakash_Babanna_Hukkeri
Suresh Angadi,Politician,Indian,https://en.wikipedia.org/wiki/Suresh_Angadi
P. C. Gaddigoudar,Politician,Indian,https://en.wikipedia.org/wiki/P._C._Gaddigoudar
Ramesh Jigajinagi,Politician,Indian,https://en.wikipedia.org/wiki/Ramesh_Jigajinagi
Mallikarjun Kharge,Politician,Indian,https://en.wikipedia.org/wiki/Mallikarjun_Kharge
B. V. Nayak,Politician,Indian,https://en.wikipedia.org/wiki/B._V._Nayak
Bhagwanth Khuba,Politician,Indian,https://en.wikipedia.org/wiki/Bhagwanth_Khuba
Karadi Sanganna Amarappa,Politician,Indian,https://en.wikipedia.org/wiki/Karadi_Sanganna_Amarappa
B. Sriramulu,Politician,Indian,https://en.wikipedia.org/wiki/B._Sriramulu
V. S. Ugrappa,Politician,Indian,https://en.wikipedia.org/wiki/V._S._Ugrappa
Shivkumar Chanabasappa Udasi,Politician,Indian,https://en.wikipedia.org/wiki/Shivkumar_Chanabasappa_Udasi
Pralhad Joshi,Politician,Indian,https://en.wikipedia.org/wiki/Pralhad_Joshi
Ananthkumar Hegde,Politician,Indian,https://en.wikipedia.org/wiki/Ananthkumar_Hegde
G. M. Siddeshwara,Politician,Indian,https://en.wikipedia.org/wiki/G._M._Siddeshwara
B. S. Yeddyurappa,Politician,Indian,https://en.wikipedia.org/wiki/B._S._Yeddyurappa
B. Y. Raghavendra,Politician,Indian,https://en.wikipedia.org/wiki/B._Y._Raghavendra
Shobha Karandlaje,Politician,Indian,https://en.wikipedia.org/wiki/Shobha_Karandlaje
H. D. Deve Gowda,Politician,Indian,https://en.wikipedia.org/wiki/H._D._Deve_Gowda
Nalin Kumar Kateel,Politician,Indian,https://en.wikipedia.org/wiki/Nalin_Kumar_Kateel
B. N. Chandrappa,Politician,Indian,https://en.wikipedia.org/wiki/B._N._Chandrappa
S. P. Muddahanumegowda,Politician,Indian,https://en.wikipedia.org/wiki/S._P._Muddahanumegowda
C. S. Puttaraju,Politician,Indian,https://en.wikipedia.org/wiki/C._S._Puttaraju
L. R. Shivarame Gowda,Politician,Indian,https://en.wikipedia.org/wiki/L._R._Shivarame_Gowda
Pratap Simha,Politician,Indian,https://en.wikipedia.org/wiki/Pratap_Simha
R. Dhruvanarayana,Politician,Indian,https://en.wikipedia.org/wiki/R._Dhruvanarayana
D. K. Suresh,Politician,Indian,https://en.wikipedia.org/wiki/D._K._Suresh
D. V. Sadananda Gowda,Politician,Indian,https://en.wikipedia.org/wiki/D._V._Sadananda_Gowda
P. C. Mohan,Politician,Indian,https://en.wikipedia.org/wiki/P._C._Mohan
Ananth Kumar,Politician,Indian,https://en.wikipedia.org/wiki/Ananth_Kumar
Veerappa Moily,Politician,Indian,https://en.wikipedia.org/wiki/Veerappa_Moily
K. H. Muniyappa,Politician,Indian,https://en.wikipedia.org/wiki/K._H._Muniyappa
P. Karunakaran,Politician,Indian,https://en.wikipedia.org/wiki/P._Karunakaran
P. K. Sreemathy,Politician,Indian,https://en.wikipedia.org/wiki/P._K._Sreemathy
Mullappally Ramachandran,Politician,Indian,https://en.wikipedia.org/wiki/Mullappally_Ramachandran
M. I. Shanavas,Politician,Indian,https://en.wikipedia.org/wiki/M._I._Shanavas
M. K. Raghavan,Politician,Indian,https://en.wikipedia.org/wiki/M._K._Raghavan
E. Ahamed,Politician,Indian,https://en.wikipedia.org/wiki/E._Ahamed
P. K. Kunhalikutty,Politician,Indian,https://en.wikipedia.org/wiki/P._K._Kunhalikutty
E. T. Muhammed Basheer,Politician,Indian,https://en.wikipedia.org/wiki/E._T._Muhammed_Basheer
M. B. Rajesh,Politician,Indian,https://en.wikipedia.org/wiki/M._B._Rajesh
P. K. Biju,Politician,Indian,https://en.wikipedia.org/wiki/P._K._Biju
C. N. Jayadevan,Politician,Indian,https://en.wikipedia.org/wiki/C._N._Jayadevan
K. V. Thomas,Politician,Indian,https://en.wikipedia.org/wiki/K._V._Thomas
Joice George,Politician,Indian,https://en.wikipedia.org/wiki/Joice_George
Jose K. Mani,Politician,Indian,https://en.wikipedia.org/wiki/Jose_K._Mani
K. C. Venugopal,Politician,Indian,https://en.wikipedia.org/wiki/K._C._Venugopal
Kodikunnil Suresh,Politician,Indian,https://en.wikipedia.org/wiki/Kodikunnil_Suresh
Anto Antony,Politician,Indian,https://en.wikipedia.org/wiki/Anto_Antony
N. K. Premachandran,Politician,Indian,https://en.wikipedia.org/wiki/N._K._Premachandran
Anirudhan Sampath,Politician,Indian,https://en.wikipedia.org/wiki/Anirudhan_Sampath
Shashi Tharoor,Politician,Indian,https://en.wikipedia.org/wiki/Shashi_Tharoor
Anoop Mishra,Politician,Indian,https://en.wikipedia.org/wiki/Anoop Mishra
Bhagirath Prasad,Politician,Indian,https://en.wikipedia.org/wiki/Bhagirath Prasad
Narendra Singh Tomar,Politician,Indian,https://en.wikipedia.org/wiki/Narendra Singh Tomar
Jyotiraditya Madhavrao Scindia,Politician,Indian,https://en.wikipedia.org/wiki/Jyotiraditya Madhavrao Scindia
Laxmi Narayan Yadav,Politician,Indian,https://en.wikipedia.org/wiki/Laxmi Narayan Yadav
Virendra Kumar,Politician,Indian,https://en.wikipedia.org/wiki/Virendra Kumar
Prahlad Singh Patel,Politician,Indian,https://en.wikipedia.org/wiki/Prahlad Singh Patel
Nagendra Singh,Politician,Indian,https://en.wikipedia.org/wiki/Nagendra Singh
Ganesh Singh,Politician,Indian,https://en.wikipedia.org/wiki/Ganesh Singh
Janardan Mishra,Politician,Indian,https://en.wikipedia.org/wiki/Janardan Mishra
Riti Pathak,Politician,Indian,https://en.wikipedia.org/wiki/Riti Pathak
Dalpat Singh Paraste,Politician,Indian,https://en.wikipedia.org/wiki/Dalpat Singh Paraste
Gyan Singh,Politician,Indian,https://en.wikipedia.org/wiki/Gyan Singh
Rakesh Singh,Politician,Indian,https://en.wikipedia.org/wiki/Rakesh Singh
Faggan Singh Kulaste,Politician,Indian,https://en.wikipedia.org/wiki/Faggan Singh Kulaste
Bodh Singh Bhagat,Politician,Indian,https://en.wikipedia.org/wiki/Bodh Singh Bhagat
Kamal Nath,Politician,Indian,https://en.wikipedia.org/wiki/Kamal Nath
Uday Pratap Singh,Politician,Indian,https://en.wikipedia.org/wiki/Uday Pratap Singh
Sushma Swaraj,Politician,Indian,https://en.wikipedia.org/wiki/Sushma Swaraj
Alok Sanjar,Politician,Indian,https://en.wikipedia.org/wiki/Alok Sanjar
Rodmal Nagar,Politician,Indian,https://en.wikipedia.org/wiki/Rodmal Nagar
Manohar Untwal,Politician,Indian,https://en.wikipedia.org/wiki/Manohar Untwal
Chintamani Malviya,Politician,Indian,https://en.wikipedia.org/wiki/Chintamani Malviya
Sudhir Gupta,Politician,Indian,https://en.wikipedia.org/wiki/Sudhir Gupta
Dileep Singh Bhuria,Politician,Indian,https://en.wikipedia.org/wiki/Dileep Singh Bhuria
